product_id,category_L1,category_L2,category_L3,price,price_tier
P026266,의류,하의,슬랙스,19000,low
P026267,전자제품,PC,노트북,38000,medium
P026268,의류,상의,티셔츠,46000,medium
P026269,전자제품,PC,모니터,27000,low
P026270,전자제품,PC,모니터,39000,medium
P026271,의류,상의,니트,31000,medium
P026272,전자제품,PC,노트북,5000,low
P026273,전자제품,모바일,웨어러블,101000,high
P026274,전자제품,PC,노트북,199000,high
P026275,의류,상의,티셔츠,8000,low
P026276,의류,상의,티셔츠,12000,low
P026277,전자제품,모바일,웨어러블,91000,high
P026278,전자제품,PC,노트북,107000,high
P026279,전자제품,모바일,스마트폰,110000,high
P026280,의류,상의,티셔츠,53000,medium
P026281,전자제품,PC,노트북,13000,low
P026282,전자제품,모바일,태블릿,63000,medium
P026283,전자제품,PC,노트북,56000,medium
P026284,전자제품,PC,키보드,32000,medium
P026285,의류,상의,니트,55000,medium
P026286,전자제품,모바일,태블릿,24000,low
P026287,전자제품,모바일,스마트폰,33000,medium
P026288,의류,하의,슬랙스,91000,high
P026289,의류,상의,니트,24000,low
P026290,전자제품,모바일,태블릿,26000,low
P026291,의류,하의,청바지,108000,high
P026292,의류,상의,셔츠,12000,low
P026293,전자제품,모바일,스마트폰,117000,high
P026294,전자제품,PC,노트북,35000,medium
P026295,의류,하의,슬랙스,46000,medium
P026296,의류,상의,셔츠,48000,medium
P026297,전자제품,PC,키보드,124000,high
P026298,전자제품,PC,노트북,11000,low
P026299,의류,상의,셔츠,9000,low
P026300,의류,하의,슬랙스,44000,medium
P026301,전자제품,PC,키보드,14000,low
P026302,전자제품,모바일,웨어러블,66000,medium
P026303,전자제품,모바일,태블릿,103000,high
P026304,의류,하의,스커트,14000,low
P026305,전자제품,모바일,태블릿,10000,low
P026306,전자제품,PC,모니터,151000,high
P026307,전자제품,모바일,웨어러블,15000,low
P026308,의류,상의,셔츠,28000,low
P026309,의류,상의,티셔츠,8000,low
P026310,전자제품,PC,모니터,225000,high
P026311,의류,상의,셔츠,85000,high
P026312,의류,상의,니트,65000,medium
P026313,전자제품,PC,노트북,64000,medium
P026314,의류,상의,니트,12000,low
P026315,의류,하의,슬랙스,5000,low
P026316,의류,하의,청바지,147000,high
P026317,전자제품,PC,노트북,128000,high
P026318,전자제품,PC,노트북,25000,low
P026319,전자제품,모바일,태블릿,69000,medium
P026320,전자제품,PC,키보드,72000,medium
P026321,전자제품,PC,키보드,30000,medium
P026322,전자제품,모바일,스마트폰,72000,medium
P026323,전자제품,모바일,웨어러블,11000,low
P026324,전자제품,모바일,스마트폰,325000,high
P026325,의류,하의,스커트,34000,medium
P026326,의류,상의,셔츠,42000,medium
P026327,전자제품,모바일,스마트폰,29000,low
P026328,의류,하의,스커트,70000,medium
P026329,전자제품,모바일,웨어러블,32000,medium
P026330,전자제품,모바일,웨어러블,36000,medium
P026331,전자제품,모바일,태블릿,24000,low
P026332,의류,상의,니트,36000,medium
P026333,의류,하의,스커트,78000,medium
P026334,전자제품,모바일,웨어러블,51000,medium
P026335,의류,하의,슬랙스,61000,medium
P026336,전자제품,PC,키보드,36000,medium
P026337,전자제품,PC,노트북,44000,medium
P026338,전자제품,모바일,스마트폰,85000,high
P026339,의류,상의,티셔츠,54000,medium
P026340,의류,하의,스커트,7000,low
P026341,전자제품,모바일,태블릿,20000,low
P026342,의류,상의,니트,61000,medium
P026343,전자제품,PC,키보드,13000,low
P026344,전자제품,모바일,웨어러블,66000,medium
P026345,의류,상의,니트,56000,medium
P026346,의류,상의,니트,18000,low
P026347,의류,상의,니트,70000,medium
P026348,의류,하의,스커트,59000,medium
P026349,의류,하의,청바지,53000,medium
P026350,전자제품,PC,키보드,67000,medium
P026351,의류,상의,티셔츠,175000,high
P026352,의류,하의,청바지,136000,high
P026353,전자제품,PC,모니터,20000,low
P026354,전자제품,PC,키보드,23000,low
P026355,의류,상의,티셔츠,180000,high
P026356,의류,하의,스커트,17000,low
P026357,전자제품,모바일,태블릿,336000,high
P026358,의류,하의,스커트,6000,low
P026359,의류,하의,슬랙스,96000,high
P026360,전자제품,모바일,스마트폰,5000,low
P026361,전자제품,PC,모니터,50000,medium
P026362,전자제품,모바일,스마트폰,30000,medium
P026363,의류,상의,니트,67000,medium
P026364,전자제품,모바일,태블릿,26000,low
P026365,전자제품,PC,노트북,237000,high
P026366,전자제품,PC,키보드,87000,high
P026367,전자제품,PC,키보드,39000,medium
P026368,의류,상의,니트,8000,low
P026369,의류,하의,슬랙스,20000,low
P026370,의류,하의,슬랙스,142000,high
P026371,의류,하의,스커트,25000,low
P026372,전자제품,모바일,스마트폰,60000,medium
P026373,의류,하의,청바지,102000,high
P026374,의류,하의,슬랙스,66000,medium
P026375,의류,상의,니트,41000,medium
P026376,전자제품,PC,키보드,7000,low
P026377,전자제품,모바일,웨어러블,13000,low
P026378,전자제품,모바일,스마트폰,35000,medium
P026379,전자제품,PC,키보드,29000,low
P026380,의류,상의,셔츠,48000,medium
P026381,의류,하의,청바지,42000,medium
P026382,의류,상의,티셔츠,90000,high
P026383,전자제품,PC,모니터,29000,low
P026384,전자제품,PC,모니터,69000,medium
P026385,의류,상의,티셔츠,100000,high
P026386,전자제품,PC,키보드,65000,medium
P026387,의류,상의,티셔츠,39000,medium
P026388,전자제품,PC,키보드,35000,medium
P026389,전자제품,PC,노트북,8000,low
P026390,의류,상의,티셔츠,23000,low
P026391,전자제품,PC,모니터,53000,medium
P026392,의류,하의,슬랙스,145000,high
P026393,의류,하의,청바지,13000,low
P026394,전자제품,모바일,스마트폰,49000,medium
P026395,의류,하의,청바지,35000,medium
P026396,전자제품,모바일,태블릿,19000,low
P026397,의류,하의,슬랙스,29000,low
P026398,전자제품,PC,모니터,38000,medium
P026399,전자제품,모바일,웨어러블,19000,low
P026400,의류,하의,청바지,135000,high
P026401,의류,상의,셔츠,39000,medium
P026402,전자제품,모바일,스마트폰,14000,low
P026403,의류,하의,슬랙스,77000,medium
P026404,의류,상의,니트,14000,low
P026405,전자제품,모바일,웨어러블,47000,medium
P026406,의류,상의,셔츠,76000,medium
P026407,의류,하의,스커트,37000,medium
P026408,의류,상의,티셔츠,64000,medium
P026409,의류,하의,청바지,156000,high
P026410,전자제품,모바일,태블릿,18000,low
P026411,의류,하의,슬랙스,20000,low
P026412,의류,상의,셔츠,35000,medium
P026413,의류,하의,스커트,48000,medium
P026414,의류,하의,슬랙스,131000,high
P026415,의류,상의,티셔츠,15000,low
P026416,전자제품,모바일,태블릿,50000,medium
P026417,의류,상의,니트,48000,medium
P026418,의류,하의,청바지,76000,medium
P026419,전자제품,모바일,스마트폰,41000,medium
P026420,전자제품,모바일,웨어러블,24000,low
P026421,전자제품,모바일,스마트폰,178000,high
P026422,의류,상의,셔츠,34000,medium
P026423,의류,상의,셔츠,29000,low
P026424,전자제품,모바일,태블릿,43000,medium
P026425,의류,상의,티셔츠,15000,low
P026426,의류,하의,청바지,37000,medium
P026427,의류,상의,티셔츠,5000,low
P026428,의류,하의,슬랙스,30000,medium
P026429,전자제품,PC,키보드,58000,medium
P026430,의류,하의,청바지,122000,high
P026431,전자제품,PC,모니터,61000,medium
P026432,전자제품,모바일,웨어러블,13000,low
P026433,의류,상의,니트,24000,low
P026434,전자제품,모바일,웨어러블,65000,medium
P026435,의류,하의,슬랙스,28000,low
P026436,의류,하의,스커트,45000,medium
P026437,의류,상의,티셔츠,33000,medium
P026438,전자제품,PC,노트북,14000,low
P026439,의류,상의,니트,19000,low
P026440,의류,상의,셔츠,11000,low
P026441,의류,하의,슬랙스,13000,low
P026442,의류,하의,슬랙스,95000,high
P026443,의류,상의,니트,22000,low
P026444,의류,하의,슬랙스,35000,medium
P026445,의류,상의,셔츠,15000,low
P026446,의류,상의,니트,15000,low
P026447,의류,상의,티셔츠,82000,high
P026448,전자제품,모바일,태블릿,11000,low
P026449,전자제품,모바일,스마트폰,74000,medium
P026450,전자제품,모바일,태블릿,19000,low
P026451,전자제품,PC,노트북,50000,medium
P026452,의류,상의,티셔츠,45000,medium
P026453,의류,하의,스커트,64000,medium
P026454,의류,상의,니트,30000,medium
P026455,의류,하의,스커트,10000,low
P026456,전자제품,모바일,태블릿,160000,high
P026457,의류,상의,티셔츠,133000,high
P026458,의류,상의,셔츠,41000,medium
P026459,의류,하의,스커트,102000,high
P026460,전자제품,모바일,스마트폰,97000,high
P026461,의류,상의,티셔츠,16000,low
P026462,전자제품,PC,키보드,24000,low
P026463,의류,하의,슬랙스,112000,high
P026464,전자제품,모바일,태블릿,103000,high
P026465,전자제품,PC,모니터,19000,low
P026466,전자제품,PC,키보드,60000,medium
P026467,전자제품,모바일,태블릿,324000,high
P026468,의류,하의,슬랙스,148000,high
P026469,의류,상의,니트,112000,high
P026470,의류,상의,니트,46000,medium
P026471,전자제품,PC,모니터,56000,medium
P026472,의류,하의,스커트,110000,high
P026473,전자제품,PC,모니터,10000,low
P026474,전자제품,모바일,웨어러블,47000,medium
P026475,의류,상의,셔츠,37000,medium
P026476,전자제품,PC,키보드,130000,high
P026477,의류,상의,니트,129000,high
P026478,의류,하의,슬랙스,33000,medium
P026479,의류,상의,셔츠,74000,medium
P026480,전자제품,모바일,태블릿,126000,high
P026481,의류,하의,청바지,94000,high
P026482,전자제품,모바일,태블릿,45000,medium
P026483,전자제품,모바일,웨어러블,28000,low
P026484,의류,하의,슬랙스,297000,high
P026485,전자제품,모바일,웨어러블,32000,medium
P026486,의류,상의,셔츠,26000,low
P026487,전자제품,PC,모니터,139000,high
P026488,의류,상의,니트,74000,medium
P026489,의류,상의,니트,35000,medium
P026490,전자제품,PC,노트북,234000,high
P026491,전자제품,모바일,웨어러블,9000,low
P026492,의류,상의,셔츠,54000,medium
P026493,전자제품,모바일,태블릿,48000,medium
P026494,전자제품,PC,모니터,21000,low
P026495,전자제품,PC,모니터,9000,low
P026496,의류,하의,스커트,39000,medium
P026497,전자제품,PC,노트북,119000,high
P026498,의류,상의,티셔츠,12000,low
P026499,전자제품,PC,모니터,37000,medium
P026500,의류,하의,슬랙스,89000,high
P026501,의류,하의,슬랙스,25000,low
P026502,의류,상의,티셔츠,20000,low
P026503,전자제품,모바일,웨어러블,141000,high
P026504,의류,상의,티셔츠,33000,medium
P026505,전자제품,모바일,태블릿,48000,medium
P026506,전자제품,모바일,스마트폰,53000,medium
P026507,의류,상의,셔츠,17000,low
P026508,의류,상의,티셔츠,56000,medium
P026509,전자제품,PC,모니터,223000,high
P026510,전자제품,PC,키보드,24000,low
P026511,의류,하의,청바지,18000,low
P026512,전자제품,PC,노트북,37000,medium
P026513,전자제품,PC,키보드,13000,low
P026514,의류,상의,니트,14000,low
P026515,의류,상의,티셔츠,96000,high
P026516,의류,상의,셔츠,39000,medium
P026517,의류,하의,스커트,148000,high
P026518,전자제품,PC,노트북,75000,medium
P026519,전자제품,모바일,웨어러블,10000,low
P026520,의류,하의,청바지,37000,medium
P026521,의류,하의,슬랙스,45000,medium
P026522,전자제품,모바일,스마트폰,136000,high
P026523,의류,하의,청바지,53000,medium
P026524,전자제품,모바일,태블릿,17000,low
P026525,의류,하의,청바지,8000,low
P026526,의류,상의,티셔츠,61000,medium
P026527,의류,하의,슬랙스,16000,low
P026528,의류,상의,셔츠,10000,low
P026529,의류,하의,스커트,51000,medium
P026530,의류,하의,청바지,24000,low
P026531,의류,상의,셔츠,135000,high
P026532,의류,상의,티셔츠,69000,medium
P026533,의류,상의,셔츠,41000,medium
P026534,의류,하의,스커트,54000,medium
P026535,전자제품,모바일,태블릿,24000,low
P026536,전자제품,모바일,스마트폰,6000,low
P026537,전자제품,모바일,웨어러블,30000,medium
P026538,전자제품,모바일,스마트폰,29000,low
P026539,의류,하의,청바지,18000,low
P026540,전자제품,PC,모니터,50000,medium
P026541,전자제품,PC,키보드,6000,low
P026542,전자제품,모바일,스마트폰,10000,low
P026543,의류,상의,셔츠,12000,low
P026544,전자제품,PC,모니터,76000,medium
P026545,의류,상의,니트,6000,low
P026546,의류,하의,슬랙스,75000,medium
P026547,전자제품,모바일,웨어러블,98000,high
P026548,전자제품,PC,키보드,90000,high
P026549,의류,하의,스커트,9000,low
P026550,의류,하의,슬랙스,155000,high
P026551,전자제품,모바일,스마트폰,21000,low
P026552,전자제품,모바일,스마트폰,63000,medium
P026553,전자제품,모바일,태블릿,154000,high
P026554,전자제품,PC,모니터,9000,low
P026555,전자제품,PC,노트북,242000,high
P026556,의류,하의,슬랙스,48000,medium
P026557,의류,상의,티셔츠,14000,low
P026558,전자제품,모바일,태블릿,72000,medium
P026559,의류,하의,슬랙스,12000,low
P026560,의류,하의,스커트,11000,low
P026561,전자제품,PC,노트북,8000,low
P026562,의류,하의,스커트,7000,low
P026563,전자제품,PC,노트북,13000,low
P026564,전자제품,PC,노트북,47000,medium
P026565,의류,하의,스커트,19000,low
P026566,전자제품,모바일,스마트폰,8000,low
P026567,전자제품,모바일,웨어러블,38000,medium
P026568,의류,하의,스커트,6000,low
P026569,의류,상의,티셔츠,71000,medium
P026570,전자제품,PC,키보드,29000,low
P026571,의류,하의,스커트,75000,medium
P026572,의류,상의,니트,41000,medium
P026573,의류,상의,니트,35000,medium
P026574,의류,상의,티셔츠,8000,low
P026575,전자제품,PC,노트북,61000,medium
P026576,의류,하의,청바지,101000,high
P026577,의류,하의,청바지,37000,medium
P026578,의류,상의,니트,21000,low
P026579,의류,하의,청바지,14000,low
P026580,전자제품,모바일,스마트폰,5000,low
P026581,전자제품,모바일,스마트폰,38000,medium
P026582,전자제품,모바일,웨어러블,49000,medium
P026583,전자제품,PC,모니터,21000,low
P026584,의류,상의,티셔츠,5000,low
P026585,전자제품,PC,모니터,53000,medium
P026586,의류,하의,스커트,39000,medium
P026587,전자제품,모바일,스마트폰,102000,high
P026588,전자제품,모바일,웨어러블,17000,low
P026589,의류,하의,청바지,20000,low
P026590,전자제품,모바일,웨어러블,19000,low
P026591,전자제품,모바일,스마트폰,35000,medium
P026592,전자제품,PC,노트북,38000,medium
P026593,의류,하의,스커트,22000,low
P026594,전자제품,모바일,태블릿,24000,low
P026595,전자제품,모바일,스마트폰,7000,low
P026596,전자제품,모바일,스마트폰,13000,low
P026597,의류,하의,스커트,45000,medium
P026598,전자제품,모바일,웨어러블,7000,low
P026599,의류,상의,셔츠,8000,low
P026600,의류,하의,청바지,41000,medium
P026601,전자제품,모바일,스마트폰,106000,high
P026602,전자제품,PC,키보드,10000,low
P026603,의류,상의,티셔츠,15000,low
P026604,의류,상의,티셔츠,30000,medium
P026605,의류,상의,셔츠,152000,high
P026606,전자제품,PC,키보드,62000,medium
P026607,의류,상의,니트,16000,low
P026608,의류,하의,스커트,47000,medium
P026609,전자제품,PC,모니터,27000,low
P026610,의류,하의,스커트,134000,high
P026611,전자제품,모바일,스마트폰,47000,medium
P026612,의류,상의,티셔츠,14000,low
P026613,전자제품,모바일,스마트폰,68000,medium
P026614,의류,상의,셔츠,45000,medium
P026615,전자제품,모바일,태블릿,8000,low
P026616,전자제품,PC,모니터,83000,high
P026617,의류,하의,스커트,84000,high
P026618,전자제품,PC,키보드,203000,high
P026619,전자제품,모바일,스마트폰,99000,high
P026620,의류,상의,티셔츠,10000,low
P026621,전자제품,모바일,웨어러블,45000,medium
P026622,의류,상의,니트,8000,low
P026623,의류,상의,셔츠,20000,low
P026624,전자제품,PC,노트북,30000,medium
P026625,의류,상의,셔츠,89000,high
P026626,의류,상의,니트,26000,low
P026627,의류,하의,슬랙스,11000,low
P026628,전자제품,모바일,웨어러블,11000,low
P026629,전자제품,모바일,웨어러블,35000,medium
P026630,전자제품,PC,키보드,145000,high
P026631,전자제품,PC,키보드,35000,medium
P026632,전자제품,PC,노트북,10000,low
P026633,의류,하의,슬랙스,46000,medium
P026634,전자제품,PC,노트북,23000,low
P026635,의류,하의,슬랙스,60000,medium
P026636,전자제품,PC,모니터,17000,low
P026637,전자제품,PC,모니터,154000,high
P026638,의류,상의,니트,83000,high
P026639,전자제품,모바일,스마트폰,88000,high
P026640,전자제품,PC,키보드,24000,low
P026641,의류,하의,스커트,45000,medium
P026642,전자제품,모바일,웨어러블,58000,medium
P026643,의류,하의,슬랙스,64000,medium
P026644,의류,상의,티셔츠,63000,medium
P026645,전자제품,모바일,스마트폰,9000,low
P026646,의류,상의,티셔츠,12000,low
P026647,의류,하의,슬랙스,36000,medium
P026648,전자제품,모바일,스마트폰,72000,medium
P026649,의류,상의,티셔츠,105000,high
P026650,의류,상의,셔츠,14000,low
P026651,전자제품,모바일,스마트폰,23000,low
P026652,전자제품,PC,모니터,22000,low
P026653,전자제품,모바일,웨어러블,195000,high
P026654,전자제품,모바일,스마트폰,13000,low
P026655,의류,상의,티셔츠,67000,medium
P026656,전자제품,모바일,태블릿,14000,low
P026657,의류,상의,셔츠,77000,medium
P026658,전자제품,모바일,스마트폰,56000,medium
P026659,전자제품,PC,모니터,36000,medium
P026660,전자제품,PC,모니터,44000,medium
P026661,의류,상의,셔츠,14000,low
P026662,의류,하의,청바지,162000,high
P026663,의류,하의,스커트,32000,medium
P026664,의류,하의,청바지,32000,medium
P026665,전자제품,모바일,웨어러블,77000,medium
P026666,전자제품,모바일,스마트폰,8000,low
P026667,의류,하의,청바지,51000,medium
P026668,의류,하의,슬랙스,195000,high
P026669,의류,상의,셔츠,6000,low
P026670,전자제품,PC,모니터,74000,medium
P026671,의류,상의,셔츠,12000,low
P026672,의류,상의,티셔츠,10000,low
P026673,의류,상의,티셔츠,51000,medium
P026674,전자제품,모바일,스마트폰,12000,low
P026675,의류,하의,슬랙스,60000,medium
P026676,전자제품,모바일,태블릿,6000,low
P026677,의류,상의,티셔츠,112000,high
P026678,전자제품,모바일,웨어러블,66000,medium
P026679,의류,하의,스커트,77000,medium
P026680,전자제품,PC,키보드,16000,low
P026681,전자제품,PC,모니터,12000,low
P026682,의류,상의,니트,14000,low
P026683,전자제품,모바일,스마트폰,53000,medium
P026684,의류,상의,니트,28000,low
P026685,전자제품,PC,키보드,13000,low
P026686,의류,하의,스커트,58000,medium
P026687,의류,하의,슬랙스,20000,low
P026688,전자제품,모바일,웨어러블,26000,low
P026689,전자제품,PC,노트북,33000,medium
P026690,의류,하의,슬랙스,115000,high
P026691,의류,상의,티셔츠,34000,medium
P026692,전자제품,모바일,태블릿,36000,medium
P026693,의류,상의,니트,26000,low
P026694,전자제품,모바일,태블릿,20000,low
P026695,전자제품,모바일,태블릿,129000,high
P026696,전자제품,모바일,스마트폰,16000,low
P026697,전자제품,PC,키보드,46000,medium
P026698,전자제품,PC,모니터,76000,medium
P026699,전자제품,PC,노트북,64000,medium
P026700,전자제품,PC,키보드,68000,medium
P026701,전자제품,PC,키보드,50000,medium
P026702,전자제품,모바일,태블릿,18000,low
P026703,의류,상의,셔츠,121000,high
P026704,전자제품,모바일,태블릿,68000,medium
P026705,전자제품,PC,노트북,40000,medium
P026706,의류,상의,니트,81000,high
P026707,의류,하의,슬랙스,108000,high
P026708,전자제품,PC,노트북,7000,low
P026709,의류,하의,청바지,6000,low
P026710,전자제품,PC,키보드,10000,low
P026711,의류,상의,티셔츠,103000,high
P026712,전자제품,PC,노트북,119000,high
P026713,의류,상의,셔츠,42000,medium
P026714,의류,상의,셔츠,72000,medium
P026715,의류,하의,슬랙스,14000,low
P026716,전자제품,모바일,태블릿,9000,low
P026717,의류,하의,청바지,11000,low
P026718,전자제품,모바일,태블릿,9000,low
P026719,전자제품,모바일,웨어러블,16000,low
P026720,전자제품,모바일,태블릿,22000,low
P026721,전자제품,모바일,태블릿,153000,high
P026722,전자제품,PC,모니터,45000,medium
P026723,전자제품,모바일,태블릿,11000,low
P026724,의류,하의,청바지,101000,high
P026725,의류,상의,니트,93000,high
P026726,전자제품,PC,노트북,19000,low
P026727,전자제품,PC,키보드,5000,low
P026728,의류,하의,슬랙스,46000,medium
P026729,전자제품,모바일,웨어러블,58000,medium
P026730,의류,하의,슬랙스,19000,low
P026731,의류,상의,셔츠,50000,medium
P026732,전자제품,PC,모니터,6000,low
P026733,의류,상의,셔츠,158000,high
P026734,의류,하의,슬랙스,23000,low
P026735,의류,상의,니트,112000,high
P026736,의류,상의,셔츠,68000,medium
P026737,전자제품,모바일,태블릿,127000,high
P026738,의류,상의,셔츠,93000,high
P026739,의류,상의,티셔츠,7000,low
P026740,전자제품,PC,키보드,19000,low
P026741,전자제품,모바일,태블릿,19000,low
P026742,의류,상의,티셔츠,28000,low
P026743,전자제품,PC,키보드,97000,high
P026744,의류,상의,니트,51000,medium
P026745,의류,하의,슬랙스,30000,medium
P026746,전자제품,PC,노트북,47000,medium
P026747,전자제품,PC,키보드,16000,low
P026748,의류,하의,스커트,7000,low
P026749,전자제품,모바일,태블릿,100000,high
P026750,전자제품,모바일,태블릿,25000,low
P026751,전자제품,모바일,웨어러블,10000,low
P026752,전자제품,PC,노트북,20000,low
P026753,의류,상의,티셔츠,22000,low
P026754,전자제품,모바일,웨어러블,117000,high
P026755,전자제품,모바일,스마트폰,167000,high
P026756,전자제품,모바일,웨어러블,31000,medium
P026757,전자제품,모바일,웨어러블,60000,medium
P026758,전자제품,모바일,스마트폰,34000,medium
P026759,의류,상의,셔츠,312000,high
P026760,전자제품,모바일,태블릿,91000,high
P026761,전자제품,PC,키보드,51000,medium
P026762,의류,상의,셔츠,14000,low
P026763,의류,상의,티셔츠,37000,medium
P026764,전자제품,PC,키보드,17000,low
P026765,전자제품,PC,모니터,163000,high
P026766,의류,상의,티셔츠,29000,low
P026767,의류,하의,스커트,27000,low
P026768,전자제품,PC,모니터,103000,high
P026769,전자제품,PC,노트북,43000,medium
P026770,의류,하의,슬랙스,67000,medium
P026771,전자제품,모바일,태블릿,39000,medium
P026772,의류,하의,청바지,108000,high
P026773,의류,상의,니트,26000,low
P026774,전자제품,PC,모니터,28000,low
P026775,의류,하의,청바지,73000,medium
P026776,전자제품,모바일,웨어러블,31000,medium
P026777,전자제품,모바일,태블릿,84000,high
P026778,전자제품,PC,키보드,7000,low
P026779,전자제품,모바일,스마트폰,28000,low
P026780,전자제품,PC,키보드,5000,low
P026781,전자제품,모바일,스마트폰,15000,low
P026782,의류,상의,셔츠,131000,high
P026783,의류,상의,셔츠,14000,low
P026784,전자제품,PC,노트북,87000,high
P026785,의류,하의,슬랙스,70000,medium
P026786,전자제품,모바일,웨어러블,82000,high
P026787,전자제품,모바일,웨어러블,16000,low
P026788,전자제품,PC,노트북,137000,high
P026789,의류,상의,니트,127000,high
P026790,전자제품,PC,모니터,40000,medium
P026791,의류,하의,스커트,63000,medium
P026792,전자제품,PC,키보드,57000,medium
P026793,의류,하의,청바지,24000,low
P026794,의류,하의,청바지,5000,low
P026795,의류,상의,셔츠,9000,low
P026796,의류,상의,니트,25000,low
P026797,전자제품,PC,노트북,15000,low
P026798,전자제품,모바일,웨어러블,29000,low
P026799,의류,하의,슬랙스,78000,medium
P026800,전자제품,모바일,웨어러블,45000,medium
P026801,의류,상의,니트,41000,medium
P026802,의류,상의,니트,36000,medium
P026803,의류,상의,티셔츠,41000,medium
P026804,의류,상의,셔츠,8000,low
P026805,의류,하의,청바지,7000,low
P026806,의류,하의,스커트,38000,medium
P026807,의류,상의,티셔츠,101000,high
P026808,전자제품,모바일,태블릿,25000,low
P026809,의류,하의,청바지,16000,low
P026810,의류,상의,티셔츠,34000,medium
P026811,전자제품,모바일,웨어러블,8000,low
P026812,전자제품,PC,모니터,9000,low
P026813,의류,하의,슬랙스,65000,medium
P026814,의류,하의,스커트,46000,medium
P026815,의류,상의,니트,64000,medium
P026816,의류,상의,티셔츠,122000,high
P026817,의류,상의,티셔츠,42000,medium
P026818,전자제품,PC,키보드,13000,low
P026819,의류,상의,니트,41000,medium
P026820,전자제품,PC,노트북,30000,medium
P026821,전자제품,PC,모니터,40000,medium
P026822,전자제품,모바일,태블릿,103000,high
P026823,의류,상의,셔츠,111000,high
P026824,의류,하의,스커트,101000,high
P026825,전자제품,PC,키보드,61000,medium
P026826,의류,상의,니트,68000,medium
P026827,의류,하의,청바지,23000,low
P026828,의류,상의,셔츠,17000,low
P026829,전자제품,모바일,태블릿,37000,medium
P026830,의류,상의,티셔츠,172000,high
P026831,전자제품,PC,모니터,30000,medium
P026832,의류,하의,청바지,26000,low
P026833,전자제품,모바일,스마트폰,23000,low
P026834,의류,상의,티셔츠,20000,low
P026835,전자제품,모바일,스마트폰,80000,high
P026836,전자제품,PC,노트북,19000,low
P026837,의류,상의,티셔츠,201000,high
P026838,의류,상의,티셔츠,97000,high
P026839,의류,하의,스커트,248000,high
P026840,의류,하의,스커트,17000,low
P026841,전자제품,PC,모니터,17000,low
P026842,전자제품,PC,키보드,40000,medium
P026843,전자제품,모바일,웨어러블,16000,low
P026844,전자제품,모바일,웨어러블,10000,low
P026845,전자제품,모바일,스마트폰,29000,low
P026846,의류,상의,니트,9000,low
P026847,전자제품,모바일,스마트폰,105000,high
P026848,전자제품,모바일,태블릿,54000,medium
P026849,전자제품,PC,키보드,48000,medium
P026850,전자제품,모바일,웨어러블,26000,low
P026851,의류,하의,슬랙스,60000,medium
P026852,의류,상의,셔츠,73000,medium
P026853,의류,상의,셔츠,14000,low
P026854,의류,상의,니트,9000,low
P026855,전자제품,PC,모니터,23000,low
P026856,의류,하의,스커트,69000,medium
P026857,전자제품,모바일,태블릿,11000,low
P026858,의류,상의,니트,79000,medium
P026859,전자제품,모바일,스마트폰,8000,low
P026860,의류,상의,티셔츠,23000,low
P026861,전자제품,PC,키보드,51000,medium
P026862,전자제품,PC,노트북,34000,medium
P026863,의류,하의,청바지,91000,high
P026864,전자제품,모바일,스마트폰,17000,low
P026865,전자제품,PC,모니터,22000,low
P026866,전자제품,PC,모니터,70000,medium
P026867,전자제품,모바일,스마트폰,125000,high
P026868,전자제품,PC,키보드,27000,low
P026869,의류,상의,니트,21000,low
P026870,전자제품,모바일,스마트폰,76000,medium
P026871,의류,상의,셔츠,87000,high
P026872,전자제품,모바일,웨어러블,16000,low
P026873,의류,하의,스커트,10000,low
P026874,전자제품,PC,노트북,92000,high
P026875,전자제품,PC,키보드,9000,low
P026876,전자제품,모바일,웨어러블,138000,high
P026877,의류,하의,슬랙스,61000,medium
P026878,의류,하의,스커트,36000,medium
P026879,의류,하의,스커트,20000,low
P026880,전자제품,모바일,웨어러블,102000,high
P026881,전자제품,PC,노트북,22000,low
P026882,의류,상의,니트,27000,low
P026883,의류,하의,청바지,15000,low
P026884,의류,상의,니트,9000,low
P026885,의류,하의,슬랙스,73000,medium
P026886,전자제품,모바일,웨어러블,116000,high
P026887,전자제품,모바일,웨어러블,32000,medium
P026888,의류,하의,청바지,8000,low
P026889,전자제품,PC,키보드,75000,medium
P026890,의류,상의,티셔츠,162000,high
P026891,의류,상의,셔츠,73000,medium
P026892,전자제품,PC,키보드,37000,medium
P026893,전자제품,PC,키보드,73000,medium
P026894,의류,하의,슬랙스,59000,medium
P026895,전자제품,모바일,웨어러블,177000,high
P026896,의류,하의,스커트,14000,low
P026897,전자제품,모바일,태블릿,17000,low
P026898,의류,하의,스커트,92000,high
P026899,의류,하의,슬랙스,47000,medium
P026900,의류,상의,니트,83000,high
P026901,전자제품,PC,노트북,110000,high
P026902,의류,하의,청바지,88000,high
P026903,의류,하의,청바지,90000,high
P026904,전자제품,PC,키보드,37000,medium
P026905,전자제품,PC,키보드,84000,high
P026906,전자제품,모바일,웨어러블,12000,low
P026907,전자제품,PC,모니터,68000,medium
P026908,의류,하의,청바지,53000,medium
P026909,전자제품,PC,키보드,62000,medium
P026910,의류,하의,스커트,15000,low
P026911,의류,하의,슬랙스,26000,low
P026912,의류,상의,티셔츠,54000,medium
P026913,전자제품,모바일,태블릿,20000,low
P026914,의류,하의,스커트,95000,high
P026915,전자제품,모바일,스마트폰,49000,medium
P026916,의류,상의,셔츠,52000,medium
